"","V1","V2","V3"
"332","1330960","chr6:85472702-85474132","0"
"333","1330960","chr6:90142751-90143635","0"
"334","1330960","chr7:100136448-100136919","0"
"335","1330960","chr7:119912840-119913883","0"
"336","1330960","chr7:128828333-128829366","0"
"337","1330960","chr7:143582125-143582610","0"
"338","1330960","chr7:150065169-150066351","0"
"339","1330960","chr7:150675206-150675866","0"
"340","1330960","chr7:22539545-22540022","0"
"341","1330960","chr7:27186927-27187692","0"
"342","1330960","chr7:27195601-27196567","0"
"343","1330960","chr7:27203915-27206462","0"
"344","1330960","chr7:27225050-27225629","0"
"345","1330960","chr7:32996732-32997591","0"
"346","1330960","chr7:35292985-35294674","0"
"347","1330960","chr7:39649253-39649510","0"
"348","1330960","chr7:56183577-56184165","0"
"349","1330960","chr7:62858468-62858826","0"
"350","1330960","chr7:750788-751237","0"
"351","1330960","chr7:87256958-87258444","0"
"352","1330960","chr7:95025559-95026122","0"
"353","1330960","chr7:99678768-99679702","0"
"354","1330960","chr8:107669777-107670591","0"
"355","1330960","chr8:11058624-11058844","1"
"356","1330960","chr8:11059011-11059242","0"
"357","1330960","chr8:116660432-116660747","0"
"358","1330960","chr8:144659745-144660635","1"
"359","1330960","chr8:22422534-22423702","0"
"360","1330960","chr8:41507516-41507868","0"
"361","1330960","chr8:61193312-61194195","0"
"362","1330960","chr8:61626645-61627074","0"
"363","1330960","chr8:67344497-67344989","1"
"364","1330960","chr8:67940691-67940997","0"
"365","1330960","chr8:79428433-79428754","0"
"366","1330960","chr8:95652455-95652873","0"
"367","1330960","chr9:104248247-104249501","0"
"368","1330960","chr9:107509906-107510768","0"
"369","1330960","chr9:113017745-113019297","0"
"370","1330960","chr9:115875199-115875738","0"
"371","1330960","chr9:123555399-123555899","0"
"372","1330960","chr9:140310894-140312457","0"
"373","1330960","chr9:21974578-21975306","0"
"374","1330960","chr9:35756948-35757339","0"
"375","1330960","chr9:35791584-35791924","0"
"376","1330960","chr9:4984543-4985630","0"
"377","1330960","chr9:86571047-86572027","0"
"378","909703","chr1:10755226-10755521","0"
"379","909703","chr1:110230238-110230614","0"
"380","909703","chr1:110880394-110880624","0"
"381","909703","chr1:111505881-111507007","0"
"382","909703","chr1:1167001-1168985","0"
"383","909703","chr1:11724113-11724885","0"
"384","909703","chr1:120835961-120839391","0"
"385","909703","chr1:121260857-121261525","0"
"386","909703","chr1:13910137-13910868","0"
"387","909703","chr1:143912736-143916156","0"
"388","909703","chr1:145472980-145474702","0"
"389","909703","chr1:146649622-146649852","0"
"390","909703","chr1:1476093-1476669","0"
"391","909703","chr1:150266476-150266689","0"
"392","909703","chr1:153935781-153936276","0"
"393","909703","chr1:156163672-156164052","0"
"394","909703","chr1:16085147-16085862","0"
"395","909703","chr1:171810467-171811325","0"
"396","909703","chr1:177150814-177151165","0"
"397","909703","chr1:180881316-180882592","0"
"398","909703","chr1:181451311-181452049","1"
"399","909703","chr1:2064628-2064855","0"
"400","909703","chr1:214161197-214161415","0"
"401","909703","chr1:218520287-218520506","0"
"402","909703","chr1:21996161-21996409","0"
"403","909703","chr1:220921411-220922176","0"
"404","909703","chr1:248020330-248021252","0"
"405","909703","chr1:248100325-248100726","0"
"406","909703","chr1:33938025-33938328","0"
"407","909703","chr1:40782220-40783145","0"
"408","909703","chr1:42127380-42128632","0"
"409","909703","chr1:43613488-43613842","0"
"410","909703","chr1:53308294-53309262","0"
"411","909703","chr1:53904140-53905247","0"
"412","909703","chr1:57110663-57111337","0"
"413","909703","chr1:60539315-60539540","0"
"414","909703","chr10:102756834-102759798","0"
"415","909703","chr10:102891010-102891794","0"
"416","909703","chr10:105253191-105254428","0"
"417","909703","chr10:106028542-106029047","0"
"418","909703","chr10:11059442-11060524","0"
"419","909703","chr10:123922850-123923542","0"
"420","909703","chr10:135043221-135044560","0"
"421","909703","chr10:135122851-135123109","0"
"422","909703","chr10:135123238-135123448","0"
"423","909703","chr10:38645112-38645513","0"
"424","909703","chr10:43891546-43892917","0"
"425","909703","chr10:44879714-44882391","0"
"426","909703","chr10:48438411-48439320","0"
"427","909703","chr10:52499392-52500021","0"
"428","909703","chr10:64133789-64134420","0"
"429","909703","chr10:93392667-93393147","0"
"430","909703","chr10:94351356-94351615","0"
"431","909703","chr11:10316232-10316469","0"
"432","909703","chr11:113185332-113185663","0"
"433","909703","chr11:119293320-119293943","0"
"434","909703","chr11:122753386-122753951","0"
"435","909703","chr11:18415922-18416680","0"
"436","909703","chr11:18417667-18417925","0"
"437","909703","chr11:22850765-22851367","0"
"438","909703","chr11:43902254-43902528","0"
"439","909703","chr11:44087518-44088165","0"
"440","909703","chr11:46402624-46404139","0"
"441","909703","chr11:506353-508009","0"
"442","909703","chr11:64509433-64513826","0"
"443","909703","chr11:65408344-65408631","0"
"444","909703","chr11:66247269-66248249","0"
"445","909703","chr11:67070807-67071801","0"
"446","909703","chr11:72463092-72463717","0"
"447","909703","chr11:73693702-73694802","0"
"448","909703","chr11:75378416-75379882","0"
"449","909703","chr11:8102358-8102913","0"
"450","909703","chr11:8615397-8615889","0"
"451","909703","chr12:103889148-103889843","0"
"452","909703","chr12:104697348-104697984","0"
"453","909703","chr12:106532106-106533696","0"
"454","909703","chr12:124246524-124247254","0"
"455","909703","chr12:132690339-132690571","0"
"456","909703","chr12:3862068-3862606","0"
"457","909703","chr12:39299248-39299629","0"
"458","909703","chr12:49782965-49783193","0"
"459","909703","chr12:50297580-50297988","0"
"460","909703","chr12:52444553-52445421","0"
"461","909703","chr12:53448008-53448406","0"
"462","909703","chr13:21634519-21635907","0"
"463","909703","chr13:25670041-25670531","0"
"464","909703","chr13:27131568-27132677","0"
"465","909703","chr13:28194183-28196249","0"
"466","909703","chr13:28544524-28544890","0"
"467","909703","chr13:29292670-29293329","0"
"468","909703","chr13:36052553-36053119","0"
"469","909703","chr13:43566074-43566508","0"
"470","909703","chr13:73632860-73634370","0"
"471","909703","chr13:79175610-79177985","0"
"472","909703","chr13:96204691-96205496","0"
"473","909703","chr13:96296143-96297059","0"
"474","909703","chr14:23834435-23835947","0"
"475","909703","chr14:24422770-24423141","0"
"476","909703","chr14:24457864-24458100","0"
"477","909703","chr14:24505567-24505796","0"
"478","909703","chr14:24803678-24804353","0"
"479","909703","chr14:33402094-33404079","0"
"480","909703","chr14:48143433-48145589","0"
"481","909703","chr14:59930634-59932251","0"
"482","909703","chr14:61188116-61190772","0"
"483","909703","chr14:70345943-70346527","0"
"484","909703","chr15:30114110-30115215","0"
"485","909703","chr15:30685087-30685891","1"
"486","909703","chr15:40544352-40545512","0"
"487","909703","chr15:45315201-45315543","0"
"488","909703","chr15:45722561-45722939","0"
"489","909703","chr15:60690708-60690930","0"
"490","909703","chr15:64679907-64680233","0"
"491","909703","chr15:81426499-81426702","0"
"492","909703","chr15:93198374-93199181","0"
"493","909703","chr16:284478-285395","0"
"494","909703","chr16:3355020-3356012","0"
"495","909703","chr16:4166655-4167012","0"
"496","909703","chr16:48399730-48400040","0"
"497","909703","chr16:56659107-56659660","1"
"498","909703","chr16:56665945-56666641","0"
"499","909703","chr16:57562451-57563325","0"
"500","909703","chr16:67183208-67184968","0"
"501","909703","chr16:67449936-67450472","0"
"502","909703","chr16:67464388-67465462","0"
"503","909703","chr16:68002837-68003039","0"
"504","909703","chr16:68676450-68676843","0"
"505","909703","chr16:88850744-88852274","0"
"506","909703","chr17:27503598-27504014","0"
"507","909703","chr17:37856448-37856891","0"
"508","909703","chr17:38333605-38334795","0"
"509","909703","chr17:40274523-40275360","0"
"510","909703","chr17:40573740-40575526","0"
"511","909703","chr17:40932329-40933299","0"
"512","909703","chr17:41363727-41364273","0"
"513","909703","chr17:42092143-42092432","0"
"514","909703","chr17:42836548-42836932","0"
"515","909703","chr17:43339124-43339832","0"
"516","909703","chr17:44656490-44657494","1"
"517","909703","chr17:46654053-46654369","0"
"518","909703","chr17:46655215-46655604","0"
"519","909703","chr17:46673532-46674181","0"
"520","909703","chr17:46691520-46692097","0"
"521","909703","chr17:52977866-52978307","0"
"522","909703","chr17:6558221-6558441","0"
"523","909703","chr17:66255192-66255556","0"
"524","909703","chr17:66596072-66597578","0"
"525","909703","chr17:76037074-76037323","0"
"526","909703","chr17:79818230-79819299","0"
"527","909703","chr18:10454453-10455268","0"
"528","909703","chr18:14132000-14132482","0"
"529","909703","chr18:32847284-32848130","0"
"530","909703","chr18:47087879-47088528","0"
"531","909703","chr18:52495604-52496007","0"
"532","909703","chr18:5543437-5544241","0"
"533","909703","chr18:77193463-77193764","0"
"534","909703","chr18:77196121-77196568","0"
"535","909703","chr18:77201938-77202732","0"
"536","909703","chr18:77905297-77905566","1"
"537","909703","chr19:11689417-11689768","0"
"538","909703","chr19:11998804-11999131","0"
"539","909703","chr19:12076029-12076366","0"
"540","909703","chr19:12203028-12203503","0"
"541","909703","chr19:12266998-12267686","0"
"542","909703","chr19:12831793-12832225","0"
"543","909703","chr19:15342626-15343181","0"
"544","909703","chr19:18118741-18119553","0"
"545","909703","chr19:1851578-1852203","0"
"546","909703","chr19:21265164-21265433","1"
"547","909703","chr19:22018594-22018827","0"
"548","909703","chr19:22817274-22817546","0"
"549","909703","chr19:37095680-37096589","0"
"550","909703","chr19:37157632-37158119","0"
"551","909703","chr19:37406931-37407463","0"
"552","909703","chr19:37957726-37958390","0"
"553","909703","chr19:40871617-40871824","0"
"554","909703","chr19:41106058-41106415","0"
"555","909703","chr19:42501261-42501486","0"
"556","909703","chr19:42720826-42722132","0"
"557","909703","chr19:44763978-44764312","0"
"558","909703","chr19:47731377-47731715","0"
"559","909703","chr19:48945800-48947636","0"
"560","909703","chr19:48949034-48949442","0"
"561","909703","chr19:49315545-49315765","0"
"562","909703","chr19:50706482-50707196","0"
"563","909703","chr19:50831454-50832070","0"
"564","909703","chr19:51069359-51069600","0"
"565","909703","chr19:52390841-52391368","0"
"566","909703","chr19:52531323-52531724","0"
"567","909703","chr19:53073308-53074039","0"
"568","909703","chr19:53496732-53497028","0"
"569","909703","chr19:53662189-53662500","1"
"570","909703","chr19:54371854-54372990","0"
"571","909703","chr19:56915356-56915856","0"
"572","909703","chr19:57078365-57079301","0"
"573","909703","chr19:57831599-57832250","0"
"574","909703","chr19:57999025-57999613","0"
"575","909703","chr19:58011124-58011743","0"
"576","909703","chr19:58125530-58125902","0"
"577","909703","chr19:58144339-58144999","0"
"578","909703","chr19:58399945-58400276","0"
"579","909703","chr19:58446336-58446800","0"
"580","909703","chr19:58458686-58459219","1"
"581","909703","chr2:108602824-108603467","0"
"582","909703","chr2:136499145-136500144","0"
"583","909703","chr2:152954633-152955784","0"
"584","909703","chr2:162270888-162271413","0"
"585","909703","chr2:173940414-173941271","0"
"586","909703","chr2:175546862-175547880","0"
"587","909703","chr2:183731819-183732093","0"
"588","909703","chr2:190539026-190539533","0"
"589","909703","chr2:201983198-201983709","0"
"590","909703","chr2:21022564-21022934","0"
"591","909703","chr2:216877899-216878352","0"
"592","909703","chr2:218621279-218621498","0"
"593","909703","chr2:219646432-219647181","0"
"594","909703","chr2:232650898-232651431","0"
"595","909703","chr2:29337983-29338909","0"
"596","909703","chr2:68870351-68871055","0"
"597","909703","chr2:74875128-74875562","0"
"598","909703","chr2:85811340-85811855","0"
"599","909703","chr2:9346383-9347944","0"
"600","909703","chr2:96011132-96013197","0"
"601","909703","chr20:10652573-10655611","0"
"602","909703","chr20:30192854-30194025","0"
"603","909703","chr20:30310503-30310707","0"
"604","909703","chr20:33146135-33147318","0"
"605","909703","chr20:41817475-41819212","0"
"606","909703","chr20:42543097-42545137","1"
"607","909703","chr20:47443734-47445181","0"
"608","909703","chr20:48098512-48099560","0"
"609","909703","chr20:61560433-61560954","0"
"610","909703","chr20:61636171-61639055","0"
"611","909703","chr20:62433937-62434203","0"
"612","909703","chr21:37442140-37442778","0"
"613","909703","chr21:40760626-40760829","0"
"614","909703","chr21:47601020-47601229","0"
"615","909703","chr21:47602431-47602740","1"
"616","909703","chr22:18923470-18923840","0"
"617","909703","chr22:19746924-19747141","0"
"618","909703","chr22:20459267-20461473","0"
"619","909703","chr22:20790638-20792665","0"
"620","909703","chr22:24110029-24110995","0"
"621","909703","chr22:24180491-24181666","0"
"622","909703","chr22:24372912-24373725","0"
"623","909703","chr22:24384134-24384405","1"
"624","909703","chr22:32026297-32026874","0"
"625","909703","chr22:38453187-38453503","0"
"626","909703","chr22:39853323-39854065","0"
"627","909703","chr22:46440393-46441019","0"
"628","909703","chr22:47022457-47022659","0"
"629","909703","chr22:48970857-48972947","0"
"630","909703","chr3:101568107-101569046","0"
"631","909703","chr3:10206449-10207024","0"
"632","909703","chr3:10857687-10858447","0"
"633","909703","chr3:119298284-119298983","0"
"634","909703","chr3:124449178-124449461","0"
"635","909703","chr3:125075915-125076481","0"
"636","909703","chr3:139258152-139258731","1"
"637","909703","chr3:181430141-181431076","0"
"638","909703","chr3:187456250-187456580","0"
"639","909703","chr3:194406440-194409045","0"
"640","909703","chr3:238391-240140","0"
"641","909703","chr3:36985540-36987041","0"
"642","909703","chr3:42304944-42305311","0"
"643","909703","chr3:49314437-49314815","0"
"644","909703","chr3:50604905-50605359","0"
"645","909703","chr3:53032813-53033116","0"
"646","909703","chr3:53527927-53530106","0"
"647","909703","chr3:56502611-56502815","0"
"648","909703","chr3:56590939-56591223","0"
